221818,221818,221818
608364,608364,608364
240741,240741,240741
215538,215538,215538
025638,025638,025638
606673,606673,606673
204531,204531,204531
608858,608858,608858
128638,128638,128638
128638,128638,128638
227514,227514,227514
606632,606632,606632
148447,148447,148447
606673,606673,606673
219972,219972,219972
148550,148550,148550
240741,240741,240741
608858,608858,608858
232204,232204,232204
148550,148550,148550
013401,013401,013401
227514,227514,227514
025638,025638,025638
608851,608851,608851
012028,012028,012028
012028,012028,012028
148942,148942,148942
012028,012028,012028
148942,148942,148942
148942,148942,148942
038506,038506,038506
128638,128638,128638
025638,025638,025638
240741,240741,240741
128638,128638,128638
012028,012028,012028
012028,012028,012028
012028,012028,012028
128638,128638,128638
606673,606673,606673
148447,148447,148447
240741,240741,240741
240741,240741,240741
148550,148550,148550
148550,148550,148550
148550,148550,148550
013401,013401,013401
608384,608384,608384
608858,608858,608858
221818,221818,221818
221818,221818,221818
183555,183555,183555
608851,608851,608851
148942,148942,148942
148550,148550,148550
227514,227514,227514
992133,992133,992133
142319,142319,142319
183555,183555,183555
608858,608858,608858
240741,240741,240741
148447,148447,148447
148550,148550,148550
219972,219972,219972
128638,128638,128638
128638,128638,128638
608858,608858,608858
025638,025638,025638
033902,033902,033902
148550,148550,148550
230986,230986,230986
237554,237554,237554
214371,214371,214371
013401,013401,013401
215538,215538,215538
183555,183555,183555
214834,214834,214834
148447,148447,148447
033902,033902,033902
183555,183555,183555
214371,214371,214371
608851,608851,608851
237554,237554,237554
606632,606632,606632
237554,237554,237554
012028,012028,012028
608364,608364,608364
221818,221818,221818
015457,015457,015457
012028,012028,012028
148550,148550,148550
128638,128638,128638
012028,012028,012028
219972,219972,219972
148550,148550,148550
606342,606342,606342
240741,240741,240741
013401,013401,013401
033902,033902,033902
992133,992133,992133
148550,148550,148550
148550,148550,148550
606632,606632,606632
148550,148550,148550
608384,608384,608384
012028,012028,012028
033902,033902,033902
606673,606673,606673
608364,608364,608364
920906,920906,920906
232204,232204,232204
606673,606673,606673
992133,992133,992133
012028,012028,012028
148550,148550,148550
214854,214854,214854
608364,608364,608364
920906,920906,920906
148550,148550,148550
608858,608858,608858
025638,025638,025638
204531,204531,204531
033902,033902,033902
033902,033902,033902
033902,033902,033902
148550,148550,148550
148550,148550,148550
920906,920906,920906
608851,608851,608851
012028,012028,012028
608851,608851,608851
183555,183555,183555
219972,219972,219972
196244,196244,196244
013401,013401,013401
148550,148550,148550
992133,992133,992133
992133,992133,992133
148550,148550,148550
608364,608364,608364
608851,608851,608851
920850,920850,920850
606632,606632,606632
148550,148550,148550
204531,204531,204531
214371,214371,214371
003960,003960,003960
221905,221905,221905
012028,012028,012028
038506,038506,038506
003960,003960,003960
608851,608851,608851
