231889,231889,231889
231889,231889,231889
231889,231889,231889
231889,231889,231889
231889,231889,231889
223373,223373,223373
204531,204531,204531
232204,232204,232204
237554,237554,237554
237554,237554,237554
237554,237554,237554
232204,232204,232204
232204,232204,232204
193063,193063,193063
237554,237554,237554
237554,237554,237554
232204,232204,232204
219972,219972,219972
237554,237554,237554
148447,148447,148447
013401,013401,013401
608851,608851,608851
608851,608851,608851
148447,148447,148447
214371,214371,214371
013401,013401,013401
214371,214371,214371
012946,012946,012946
212161,212161,212161
212161,212161,212161
038506,038506,038506
212161,212161,212161
072825,072825,072825
013401,013401,013401
204403,204403,204403
204403,204403,204403
608851,608851,608851
204403,204403,204403
193063,193063,193063
232204,232204,232204
193063,193063,193063
193063,193063,193063
231889,231889,231889
231889,231889,231889
223373,223373,223373
223373,223373,223373
016681,016681,016681
016681,016681,016681
016681,016681,016681
016681,016681,016681
016681,016681,016681
212304,212304,212304
212304,212304,212304
038506,038506,038506
212304,212304,212304
032489,032489,032489
212161,212161,212161
032489,032489,032489
038506,038506,038506
116363,116363,116363
232204,232204,232204
231889,231889,231889
193063,193063,193063
193063,193063,193063
232204,232204,232204
193063,193063,193063
012946,012946,012946
038506,038506,038506
212304,212304,212304
038506,038506,038506
038506,038506,038506
012946,012946,012946
012946,012946,012946
212161,212161,212161
212161,212161,212161
072825,072825,072825
221818,221818,221818
221818,221818,221818
037452,037452,037452
221818,221818,221818
608851,608851,608851
608851,608851,608851
148447,148447,148447
608851,608851,608851
608851,608851,608851
012946,012946,012946
012946,012946,012946
072825,072825,072825
012946,012946,012946
038506,038506,038506
212161,212161,212161
012946,012946,012946
237554,237554,237554
219972,219972,219972
193063,193063,193063
016681,016681,016681
016681,016681,016681
223373,223373,223373
013401,013401,013401
221818,221818,221818
025638,025638,025638
033902,033902,033902
025638,025638,025638
608858,608858,608858
606673,606673,606673
920850,920850,920850
920850,920850,920850
072825,072825,072825
072825,072825,072825
038506,038506,038506
012946,012946,012946
212161,212161,212161
072825,072825,072825
212161,212161,212161
012946,012946,012946
608858,608858,608858
025638,025638,025638
608384,608384,608384
033902,033902,033902
025638,025638,025638
033902,033902,033902
025638,025638,025638
025638,025638,025638
608858,608858,608858
025638,025638,025638
608858,608858,608858
128638,128638,128638
128638,128638,128638
128638,128638,128638
012028,012028,012028
148550,148550,148550
128638,128638,128638
012028,012028,012028
148942,148942,148942
012028,012028,012028
148550,148550,148550
148550,148550,148550
032489,032489,032489
606673,606673,606673
168987,168987,168987
168987,168987,168987
012028,012028,012028
606342,606342,606342
174332,174332,174332
012028,012028,012028
227514,227514,227514
193063,193063,193063
168987,168987,168987
003960,003960,003960
128638,128638,128638
606342,606342,606342
148550,148550,148550
227514,227514,227514
606342,606342,606342
128638,128638,128638
012028,012028,012028
148550,148550,148550
012028,012028,012028
174332,174332,174332
148550,148550,148550
237554,237554,237554
116363,116363,116363
193063,193063,193063
193063,193063,193063
148550,148550,148550
227514,227514,227514
606342,606342,606342
148550,148550,148550
148550,148550,148550
227514,227514,227514
148550,148550,148550
148942,148942,148942
003960,003960,003960
227514,227514,227514
920906,920906,920906
148550,148550,148550
227514,227514,227514
606342,606342,606342
227514,227514,227514
148550,148550,148550
606342,606342,606342
148550,148550,148550
148550,148550,148550
236784,236784,236784
608858,608858,608858
608858,608858,608858
608858,608858,608858
608858,608858,608858
236784,236784,236784
148550,148550,148550
174332,174332,174332
148550,148550,148550
227514,227514,227514
148550,148550,148550
148550,148550,148550
920906,920906,920906
025638,025638,025638
